id,name,text,trans
0000000000000,{user},お疲れ様でした。雨夜さんは……,辛苦了。雨夜同学……
0000000000000,{user},合格です。最高の結果でしたね。,合格了。最好的成绩呢。
0000000000000,燕,…………そうか。,…………这样啊。
0000000000000,{user},ほっとしていますか？,松口气了吗？
0000000000000,燕,出し切って、疲れているのだ。\nこれでもちゃんと、喜んでいる。,全力冲刺之后有些累了。\n但是我很开心。
0000000000000,燕,私は……勝ったのだな。,我……赢了啊。
select,,おめでとう\nございます,恭喜获胜
select,,圧倒的でした,压倒性的胜利呢
select,,信じていました,我一直都相信你
0000000000000,燕,ああ、ありがとう。,嗯，谢谢。
0000000000000,燕,ここまで来れたのは、貴様のおかげだ。,能走到这一步，都是你的功劳。
0000000000000,{user},素直な雨夜さんは、\n気持ち悪いですね……,坦率的雨夜同学，\n让人有些不舒服呢……
0000000000000,燕,褒めているんだぞ！？,我是在夸你啊！？
0000000000000,{user},でも、嬉しいですよ。\n雨夜さんに認めてもらえて。,不过我很开心哦。\n能被雨夜同学认可。
0000000000000,燕,そ、そうか……,这、这样啊……
0000000000000,燕,まったく、貴様のようなやつを\nなんと呼ぶか、知っているか？,真是的，你知道、\n该怎么称呼你这种人吗？
0000000000000,燕,ツンデレだ。,纯纯的傲娇。
0000000000000,{user},自己紹介ですか？,你在自我介绍吗？
0000000000000,燕,違う！,才不是！
0000000000000,燕,フッ……当然だろう。,哼……这是当然的吧。
0000000000000,燕,私は、雨夜燕だからな。,谁叫我是雨夜燕啊。
0000000000000,{user},そうですよね、流石でした。,确实呢，真不愧是你。
0000000000000,燕,そ、それは……私の台詞だ。,这、这句话……该由我来说吧。
0000000000000,燕,私がここまで来れた要因には、\n貴様の力だって当然、含まれている。,我能走到这一步的关键，\n正是你的力量。
0000000000000,燕,だから、その……,所以，那个……
0000000000000,燕,ありがとう。,谢谢。
0000000000000,{user},雨夜さんなら大丈夫だと。,我想是雨夜同学的话就没有问题。
0000000000000,燕,貴様の私に対する信頼は、\nたまになんだか重く感じるぞ。,你对我的信任，\n偶尔也会让人觉得有些沉重啊。
0000000000000,燕,だが、まあ……その重い信頼を\n背負うのも、嫌ではない。,不过，感觉……这份沉重的信赖\n背负起来倒也并不讨厌。
0000000000000,燕,私は、アイドルだからな。,毕竟我可是偶像啊。
info,adv_pstory_001_atbm_after-audition-final-normal-01.txt,,
译者,フォーラ,,
