id,name,text,trans
0000000000000,燕,星南！,星南！
0000000000000,星南,燕――観ていてくれたのね。,燕——你刚才一直在看着呢。
0000000000000,燕,ああ、見事だ。\n『VocaL master』制覇……,啊，漂亮。制霸“VocaL master”……
0000000000000,燕,もはや貴様の実力を疑う者は\nどこにもいまい。,事到如今，怀疑你这家伙实力的人，已经一个都不剩了。
0000000000000,燕,よかったな。『<r\=プリマステラ>一番星</r>』を失冠したら\n『<r\=ダブルクラウン>二冠</r>』十王星南と呼んでやろう。,太好了。要是丢了“<r\=Prima Stella>启明星</r>”的桂冠，我就改口叫你“<r\=ダブルクラウン>二冠</r>”十王星南。
0000000000000,星南,咲季みたいなこと言うわねあなた。,你这说话方式，还真像咲季。
0000000000000,燕,フッ、それよりも……,哼，比起那个……
0000000000000,燕,有村と姫崎のことだ。貴様もライブに\n招待されているだろう？,是有村和姬崎的事。你这家伙也被邀请去看Live了吧？
0000000000000,星南,ええ、寮の子たちと一緒に\n観に来てほしいって。\nあらたまってどうしたのかしら。,嗯，说是想让我和宿舍的孩子们一起去看。\n这么郑重其事的，是怎么了？
0000000000000,燕,……………………さぁな。知った仲だ。\nライブを観れば、伝わってくるものも\nあるだろう。,……………谁知道呢。都是老交情了。\n只要去看Live，自然会有传达到心里的东西吧。
0000000000000,星南,違いないわね。招待された私たちは、\nただ、ライブを楽しみましょう。,说得是呢。既然受邀了，我们就只管好好享受Live吧。
0000000000000,麻央,みんな！　ボクたちのステージに\n来てくれてありがとう！,大家！　谢谢你们来我们的舞台！
0000000000000,莉波,<em\=>これからも</em>……！,<em\=>今后也</em>……！
0000000000000,莉波,アイドル・姫崎莉波を\nよろしくお願いします！,偶像·姬崎莉波，请多关照！
0000000000000,星南,麻央！,麻央！
0000000000000,燕,姫崎！！,姬崎！！
0000000000000,麻央,……苦しいよ、星南。,……好难受，星南。
0000000000000,星南,まさか、あなたたちのライブに\n泣かされるなんてね……\n……責任を取って胸を貸しなさい。,真没想到，我居然会被你们的Live弄哭……\n……负起责任，把胸膛借我。
0000000000000,莉波,燕ちゃん。,小燕。
0000000000000,燕,……私は泣いていないぞ。,……我才没哭。
0000000000000,莉波,本当に？,真的？
0000000000000,燕,……ファンの涙に、感じ入っただけだ。,……只是被粉丝的眼泪打动了而已。
0000000000000,燕,これで……皆に、決意を伝えられたな。,这下……总算把决心传达给大家了。
0000000000000,莉波,ふたりにも、だよ。,对你们俩，也一样哦。
