id,name,text,trans
0000000000000,莉波,みんなも、ぜひぜひ、\nビーチに遊びに来てくださいっ。,大家也请一定要来海边玩哦。
0000000000000,スタッフ,はい、オッケーです。\n本日の収録は終了です。\nお疲れ様でしたー。,好的，OK。\n今天的录制到此结束。\n大家辛苦了——。
0000000000000,莉波,手毬ちゃん、お疲れ様。\nラムネもらってきたよ。,小手毬，辛苦了。\n我拿了波子汽水来哦。
0000000000000,手毬,ありがとうございます。\n姫崎先輩のおかげで、\nなんとか……できてましたか？,非常感谢。多亏了姬崎前辈，\n我算是……有好好完成工作了吗？
0000000000000,莉波,うん、バッチリだよ。\n手毬ちゃんの一生懸命なところ、\nしっかり伝わったんじゃないかな。,嗯，非常棒哦。\n小手毬努力的样子，\n应该有好好传达给大家吧。
0000000000000,手毬,一生懸命なところは、\nあんまり、見せたくありませんけど。,拼命努力的那一面，\n我其实不大想让别人看见。
0000000000000,手毬,ほら、私ってクールな\nイメージあるじゃないですか。,你看，我不是走高冷路线的形象嘛。
0000000000000,莉波,……え？　うん、そうだね。,……诶？　嗯，是啊。
0000000000000,莉波,……………,……………
0000000000000,手毬,姫崎先輩……？,姫崎前辈……？
0000000000000,莉波,あ……ううん、\n最後の夏休み、なんだなぁって。,啊……没事，\n只是突然感慨，这已经是最后的暑假了呢。
0000000000000,莉波,1年生のときにもね、\nユニットのみんなと一緒にここに来て、\nレポートのお仕事したんだ。,一年级的时候，\n我也和组合的大家一起到这里来，\n做过报道的工作。
0000000000000,莉波,みんなアイドル辞めちゃって、\n私だけが、まだ……,大家后来都不当偶像了，\n只有我一个人，至今还……
0000000000000,手毬,……――,……——
0000000000000,莉波,手毬ちゃんはアイドルを\n辞めちゃおうかって思ったこと、ある？,小手毬你有没有，\n想过干脆不当偶像了？
0000000000000,手毬,……ありますよ。\n思ったことだけなら、何度も。,……有过的哦。\n如果仅仅是闪过这种念头的话，有过很多次。
0000000000000,手毬,練習はきついし、先輩は厳しいし、\n好きな物も食べられない。,练习很辛苦，前辈也很严厉，\n连喜欢的东西也不能吃。
0000000000000,手毬,仲間にはさんざん迷惑をかけて、\n足を引っぱって……\n毎日泣いてばかりでした。,给身边的同伴添了无数麻烦，\n还老是拖大家的后腿……\n每天都只能哭个不停。
0000000000000,手毬,でも、アイドル、好きだから。,但是，我喜欢偶像。
0000000000000,手毬,姫崎先輩も、そうですよね？,姫崎前辈也是这样，对吧？
0000000000000,莉波,……うん。,……嗯。
info,adv_csprt-3-0106_03.txt,,
译者,pm,,
