id,name,text,trans
0000000000000,佑芽,ペアでレポートを書く課題かぁ～～～。,要两人一组写报告的作业啊～～～。
0000000000000,佑芽,うむむぅ……ちゃんと役に立てるか、\n自信ないよ～～広ちゃ～ん！！！,唔嗯嗯……能不能好好帮上忙，\n我完全没自信啊～～小广～！！！
0000000000000,広,だいじょうぶ。\nわたしと佑芽は、最強タッグ。,没关系。\n我和佑芽，是最强搭档。
0000000000000,広,ここの図書館は大きいから、\n必要な資料も、すべてそろうはず。,这里的图书馆很大，\n需要的资料应该都能凑齐。
0000000000000,広,問題は、なにもない。,问题嘛，一点都没有。
0000000000000,佑芽,広ちゃんが……\nすっごく頼もしく見える……！！,小广……\n看起来超级可靠……！！
0000000000000,佑芽,うん……うん！\nなんだかできる気がしてきた！,嗯……嗯！\n总觉得能做成了！
0000000000000,佑芽,まずはレポートの参考になりそうな本、\nたっくさん集めてくるね！！！,我先把能当报告参考的书，\n找一大堆过来哦！！！
0000000000000,佑芽,あ！　あった！　広ちゃん、\nこっちにたくさんあったよ！,啊！找到了！小广，\n这边有好多呢！
0000000000000,広,佑芽、もうちょっと、静かに…………\n……………………あ、おこられてる。,佑芽，再稍微，安静一点…………\n……………………啊，被骂了。
0000000000000,佑芽,すぅー、すぅー。,呼——、呼——。
0000000000000,広,エネルギー切れ、だね。,能量用尽了呢。
0000000000000,広,佑芽ががんばってくれたから、\nレポート、かなり進んだ。,因为佑芽努力帮忙了，\n报告，进展了不少。
0000000000000,広,おつかれさま、佑芽。,辛苦了，佑芽。
0000000000000,佑芽,んんぅ～……いま、倒すぞぉ～、\nレポートぉ～～……！！,唔唔～……现在，要打倒哦～，\n报告～～……！！
0000000000000,佑芽,あれぇ……？　身体が、重い……！\nうぐぐ……ダメだぁ……！！,咦……？身体，好重……！\n唔咕咕……不行了啦……！！
0000000000000,佑芽,ごめんね……広ちゃん……\nレポート、倒しきれなかった……ぐぅ。,对不起……小广……\n报告，没能打倒完……唔。
0000000000000,広,ふふ。あとは、まかせて。,呵呵。剩下的，交给我。
0000000000000,広,区切りのいいところまで、\nわたしのほうで終わらせておく。,做到能告一段落的地方，\n就由我来收尾吧。
0000000000000,広,<r\=こういうの>座学の課題</r>は、とくいだから。,<r\=こういうの>课堂学习的作业</r>，我很擅长。
info,adv_csprt-3-0109_01.txt,,
译者,病毒,,
