id,name,text,trans
0000000000000,あさり先生,やりましたね！\n{user}くん！\n<r\=セレクション>選抜試験</r>突破、おめでとうございます。,成功了！\n{user}君！\n恭喜你通过<r\=セレクション>选拔考试</r>。
0000000000000,あさり先生,次は、\nいよいよ『H.I.F』本戦です。,接下来，\n终于要到『H.I.F』正赛了。
0000000000000,あさり先生,念のために、\n授業のおさらいをしておきましょう。,为了保险起见，\n我们先来复习一下课程内容吧。
0000000000000,あさり先生,『H.I.F』の新ルールを\n覚えていますか？,你还记得\n『H.I.F』的新规则吗？
0000000000000,あさり先生,まずはひとつめ。今回はソロ部門と\nユニット部門を分けることなく、\n審査を行い――,首先是第一条。\n这次不区分个人部门与组合部门，\n统一进行评审——
0000000000000,あさり先生,『H.I.F』優勝者が、\nそのまま<r\=プリマステラ>『一番星』</r>となります。,『H.I.F』的冠军，\n将直接成为<r\=プリマステラ>『启明星』</r>。
0000000000000,あさり先生,ふたつめ。\n本戦からは『課題曲』と『自由曲』の\n2ラウンドで構成されます。,第二条。\n从正赛开始，将分为『课题曲』和『自由曲』\n两个环节。
0000000000000,あさり先生,各ラウンドで、<em\=>最後</em>にパフォーマンスを\nするのは、現<r\=プリマステラ>『一番星』</r>十王星南さん。,各轮比赛中，在<em\=>最后</em>进行表演的，\n是现任<r\=プリマステラ>『启明星』</r>十王星南同学。
0000000000000,あさり先生,選抜された初星アイドルたちが、\n迫りくる王者に、どこまで\n食い下がることができるのか！,被选中的初星偶像们，\n面对步步紧逼的王者，\n究竟能紧咬不放到什么程度！
0000000000000,あさり先生,はたまた番狂わせを起こすことが\nできるのか！,还是说，她们能\n爆出冷门！
0000000000000,あさり先生,それが今回の『H.I.F』の\n見どころですね。,这就是这次\n『H.I.F』的看点呢。
0000000000000,あさり先生,1ラウンド目は課題曲である\n『ガラクタロード』を。,第一个环节是课题曲\n『荆棘之路』的演唱。
0000000000000,あさり先生,2ラウンド目は、各自で選んだ曲を、\nそれぞれ歌っていただきます。,第二个环节，\n将演唱各自挑选的曲目。
0000000000000,あさり先生,各ラウンド終了時に審査が行われ、\n合算した評価で順位が決定。,各环节结束后会进行评审，\n综合得分将决定最终排名。
0000000000000,あさり先生,1位のアイドルが<r\=プリマステラ>『一番星』</r>です！！,第1名的偶像就是<r\=プリマステラ>『启明星』</r>！！
0000000000000,あさり先生,他の参加者と同じ楽曲を歌い、いかに\n抜きんでたパフォーマンスを見せるか。,与其他参赛者演唱相同的歌曲，\n如何才能展现出类拔萃的表演。
0000000000000,あさり先生,本戦までに、いかに自分に合った楽曲を\n見つけ、研ぎ澄ませてきたか。,在正赛之前，如何找到契合\n自身的乐曲，并将其磨练至极致。
0000000000000,あさり先生,アイドルの実力はもちろん、きみが\n積み重ねてきたプロデュースもまた、\n問われることになるでしょう。,偶像的实力自不必说，你\n一路积累下来的制作成果，\n也将会受到考验吧。
0000000000000,あさり先生,きみとアイドルが出会ってから、\nいままでの総決算。,从你与偶像相遇的那天起，\n至今所有努力的总结。
0000000000000,あさり先生,先生から言うことは、\nもうなにもありません。,老师这边，\n已经没什么可说的了。
0000000000000,あさり先生,がんばってくださいね、\n{user}くん！,请加油哦，\n{user}君！
info,adv_pstory_003_jsna_world-explanation-final.txt,,
译者,deepseek-v4-flash,,
