id,name,text,trans
0000000000000,__narration__,――Hatsuboshi IDOL FESTIVAL\n通称『H.I.F』当日。,――初星偶像庆典\n通称『H.I.F』当天。
0000000000000,燕,ついに、この日が来たか。,终于，这一天来了啊。
0000000000000,{user},はい。\n雨夜さんが下剋上を果たす日です。,是的。\n这是雨夜小姐实现逆袭的日子。
0000000000000,{user},下馬評は、おおむね七対三といった\nところでしょうか。,普遍评价大概是七三开吧。
0000000000000,燕,七が星南で、三が私か。\n……フン、目にものを見せてやる。,七是星南，三是我啊。\n……哼，让他们开开眼界。
0000000000000,{user},十王さんと共に修行していた藤田さんや\n花海姉妹なども出場しています。,和十王小姐一起修行的藤田小姐，\n还有花海姐妹等人也出场了。
0000000000000,{user},優勝候補は十王さんですが、\n他の面々も油断はできませんよ。,夺冠热门是十王小姐，\n但其他人也不能掉以轻心啊。
0000000000000,燕,ああ、分かっている。\n1年生が相手でも、なめてはいない。,啊，我知道。\n就算对手是一年级，我也不会小看。
0000000000000,燕,だが、自信はある。\n私のダンスは明確に強化された。,但是，我有自信。\n我的舞蹈明显变强了。
0000000000000,燕,今までよりもキレがあり、しなやかに\n踊れるようになった。,动作比以前更有力度，也跳得\n更加柔韧灵活了。
0000000000000,燕,貴様のアドバイスのおかげだ。\n感謝する、プロデューサー。,多亏了你的建议。\n谢谢你，制作人。
0000000000000,{user},それがプロデューサーの仕事ですから。,因为那就是制作人的工作嘛。
0000000000000,{user},今の雨夜さんは、<r\=ステータス>能力値</r>において\n他の面々を圧倒しています。,现在的雨夜小姐，在<r\=ステータス>能力值</r>上\n压倒性地超越了其他人。
0000000000000,燕,つまり……警戒すべきは、\n『スター性』のみ、というわけだな。,也就是说……只需警惕\n『明星特质』就行了吧。
0000000000000,{user},無論、雨夜さんが万全の調子で、\n最大限の能力を発揮する前提ですが。,当然，前提是雨夜小姐状态万全，\n能发挥出最大实力。
0000000000000,燕,『H.I.F』は、これまでに何度も\n経験してきた舞台だ。,『H.I.F』是我经历过无数次\n的舞台。
0000000000000,燕,実力を発揮する術は知っている。,我知道怎么发挥实力。
0000000000000,{user},流石、雨夜さんです。\n頼りになりますね。,不愧是雨夜小姐。\n真可靠。
0000000000000,燕,フッ、貴様は大船に乗った気でいろ。,哼，你就当是上了大船，安心吧。
0000000000000,{user},はい。\n雨夜さんが勝つと、信じています。,好的。\n我相信雨夜小姐会赢。
0000000000000,星南,あら、燕じゃない。,哎呀，这不是燕吗。
0000000000000,燕,星南、と……藤田か。,星南，还有……藤田啊。
0000000000000,星南,フフ……愛しの担当アイドルと、\n打合せをしていたところなの。,呵呵……我正和我亲爱的担当偶像\n商量事情呢。
0000000000000,ことね,おはよ～ございます！,早上好～！
0000000000000,燕,話は聞いている。\nお前も本戦に出場するようだな。,我听说了。\n你好像也打进正赛了。
0000000000000,ことね,あの時は、負けましたけど――,那时候虽然输了——
0000000000000,ことね,今日ここで会長に勝つのは、\nあたしですから！,但今天在这里战胜会长的人，\n可是我！
0000000000000,燕,お前が星南の覚醒に一役買ったことは\n分かっている。,我知道，你在星南觉醒的事情上\n帮了一把。
0000000000000,ことね,会長の魅力はこんなものじゃないって、\n教えてあげただけですけどネ。,我只是告诉她，会长的魅力\n远不止如此而已哟。
0000000000000,星南,燕が私に道を示してくれて、\nことねが私の手を引いてくれたわ。,燕为我指明了道路，\n琴音牵起了我的手。
0000000000000,星南,ふたりのおかげで、\n私は今ここに立っている。,多亏了你们俩，\n我才能站在这里。
0000000000000,星南,その恩は、ちゃんと返すつもりよ。,这份恩情，我一定会好好回报。
0000000000000,燕,……ほう？\nどういう形で、だ？,……哦？\n怎么个回报法？
0000000000000,星南,トップアイドルに相応しい、\n最高のパフォーマンスを見せてあげる。,献上配得上顶级偶像的，\n最棒的表演。
